SKU,UPC,Margin Profit,"IMPORT
Price",DSP,Cost,RSP,"Set
Margin","Fresco
Earning","Fresco
Margin","Purchase
Price","Suggested
Retail Price","Retail
Margin"
DUX-IC-DOMO-TabS9Plus-PNK,,54%,40.0,45.4,27.6,60.0,50%,14,33%,41,72,42%
DUX-IC-DOMO-TabS9FEPlus-PNK,,54%,40.0,45.4,27.6,60.0,50%,14,33%,41,72,42%
DUX-IC-DOMO-TabS9FEPlus-BLK,,54%,40.0,45.4,27.6,60.0,50%,14,33%,41,72,42%
DUX-IC-DOMO-TabS8Ultra-PNK,,48%,45.0,46.9,30.9,60.0,50%,15,33%,46,72,36%
DUX-IC-DOMO-TabA/8.0(T)-BLK,,60%,26.0,32.2,18.4,46.0,50%,9,33%,28,55,50%
DUX-IC-DOMO-TabA/8.0(T)-BLU,,60%,26.0,32.2,18.4,46.0,50%,9,33%,28,55,50%
DUX-IC-DOMO-TabA/8.0(T)-PNK,,60%,26.0,32.2,18.4,46.0,50%,9,33%,28,55,50%
DUX-IC-DOMO-TabA/8.0(P)-PNK,,60%,26.0,32.2,18.4,46.0,50%,9,33%,28,55,50%
DUX-IC-DOMO-TabA710.4(20)-BLK,,56%,30.0,35.9,21.1,48.0,50%,11,33%,32,58,45%
DUX-IC-DOMO-TabA710.4(20)-BLU,,56%,30.0,35.9,21.1,48.0,50%,11,33%,32,58,45%
DUX-IC-DOMO-TabA710.4(20)-PNK,,56%,30.0,35.9,21.1,48.0,50%,11,33%,32,58,45%
DUX-IC-DOMO-TabA7Lite-PNK,,62%,26.0,33.2,18.4,48.0,50%,9,33%,28,58,52%
DUX-IC-DOMO-TabS6-PNK,,56%,30.0,35.9,21.1,48.0,50%,11,33%,32,58,45%
DUX-IC-DOMO-PadSE11(2024)-BLK,,56%,28.0,32.4,19.7,45.0,50%,10,33%,30,54,45%
DUX-IC-DOMO-PadSE11(2024)-BLU,,56%,28.0,32.4,19.7,45.0,50%,10,33%,30,54,45%
DUX-IC-DOMO-MPadPro11(22)-BLK,,58%,29.0,35.6,20.4,48.0,50%,10,33%,31,58,47%
DUX-IC-DOMO-MPadPro11(22)-BLU,,58%,29.0,35.6,20.4,48.0,50%,10,33%,31,58,47%
DUX-IC-DOMO-MPadT10-BLK,,53%,30.0,34.2,21.1,45.0,50%,11,33%,32,54,42%
DUX-IC-DOMO-MPadT10-BLU,,53%,30.0,34.2,21.1,45.0,50%,11,33%,32,54,42%
DUX-IC-DOMO-HonorPadX9-BLK,,56%,28.0,32.4,19.7,45.0,50%,10,33%,30,54,45%
DUX-IC-DOMO-HonorPadX9-BLU,,56%,28.0,32.4,19.7,45.0,50%,10,33%,30,54,45%
DUX-IC-DOMO-HonorPadX9-PNK,,56%,28.0,32.4,19.7,45.0,50%,10,33%,30,54,45%
DUX-IC-DOMO-PadX8a-BLK,,59%,28.0,33.9,19.7,48.0,50%,10,33%,30,58,49%
DUX-IC-DOMO-PadX8a-BLU,,59%,28.0,33.9,19.7,48.0,50%,10,33%,30,58,49%
DUX-IC-DOMO-XMPad6-BLK,,55%,31.0,36.2,21.7,48.0,50%,11,33%,33,58,43%
DUX-IC-DOMO-XMPad6-BLU,,55%,31.0,36.2,21.7,48.0,50%,11,33%,33,58,43%
DUX-IC-DOMO-XMPad6-PNK,,55%,31.0,36.2,21.7,48.0,50%,11,33%,33,58,43%
DUX-IC-DOMO-XMPad7/Pro-BLK,,55%,31.0,36.2,21.7,48.0,50%,11,33%,33,58,43%
DUX-IC-DOMO-XMPad7/Pro-BLU,,55%,31.0,36.2,21.7,48.0,50%,11,33%,33,58,43%
DUX-IC-DOMO-XMPad5-PNK,,51%,34.0,37.1,23.7,48.0,50%,12,33%,36,58,38%
DUX-IC-DOMO-XMPad5Pro/12.4-BLK,,52%,38.0,42.1,26.3,55.0,50%,13,33%,39,66,40%
DUX-IC-DOMO-RedmiPad-BLK,,58%,29.0,35.6,20.4,48.0,50%,10,33%,31,58,47%
DUX-IC-DOMO-RedmiPad-BLU,,58%,29.0,35.6,20.4,48.0,50%,10,33%,31,58,47%
DUX-IC-DOMO-RedmiPad-PNK,,58%,29.0,35.6,20.4,48.0,50%,10,33%,31,58,47%
DUX-IC-DOMO-OppoPad(22)-BLK,,58%,29.0,35.6,20.4,48.0,50%,10,33%,31,58,47%
DUX-IC-UNID-iPad9.7-BLK,,55%,29.0,33.9,20.4,45.0,60%,12,38%,33,54,40%
DUX-IC-UNID-iPad9.7-BLU,,55%,29.0,33.9,20.4,45.0,60%,12,38%,33,54,40%
DUX-IC-UNID-iPad9.7-PNK,,55%,29.0,33.9,20.4,45.0,60%,12,38%,33,54,40%
DUX-IC-UNID-iPad9.7-PRP,,55%,29.0,33.9,20.4,45.0,60%,12,38%,33,54,40%
DUX-IC-UNID-iPad9.7-GRN,,55%,29.0,33.9,20.4,45.0,60%,12,38%,33,54,40%
DUX-IC-UNID-iPad10.2-BLK,,55%,29.0,33.9,20.4,45.0,60%,12,38%,33,54,40%
DUX-IC-UNID-iPad10.2-BLU,,55%,29.0,33.9,20.4,45.0,60%,12,38%,33,54,40%
DUX-IC-UNID-iPad10.2-PNK,,55%,29.0,33.9,20.4,45.0,60%,12,38%,33,54,40%
DUX-IC-UNID-iPad10.2-PRP,,55%,29.0,33.9,20.4,45.0,60%,12,38%,33,54,40%
DUX-IC-UNID-iPad10.2-GRN,,55%,29.0,33.9,20.4,45.0,60%,12,38%,33,54,40%
DUX-IC-UNID-iPad10/10.9-BLK,,55%,29.0,33.9,20.4,45.0,60%,12,38%,33,54,40%
DUX-IC-UNID-iPad10/10.9-BLU,,55%,29.0,33.9,20.4,45.0,60%,12,38%,33,54,40%
DUX-IC-UNID-iPad10/10.9-PNK,,55%,29.0,33.9,20.4,45.0,60%,12,38%,33,54,40%
DUX-IC-UNID-iPad10/10.9-PRP,,55%,29.0,33.9,20.4,45.0,60%,12,38%,33,54,40%
DUX-IC-UNID-iPad10/10.9-GRN,,55%,29.0,33.9,20.4,45.0,60%,12,38%,33,54,40%
DUX-IC-UNID-Air11(2024)-BLK,,55%,29.0,33.9,20.4,45.0,60%,12,38%,33,54,40%
DUX-IC-UNID-Air11(2024)-BLU,,55%,29.0,33.9,20.4,45.0,60%,12,38%,33,54,40%
DUX-IC-UNID-Air11(2024)-PNK,,55%,29.0,33.9,20.4,45.0,60%,12,38%,33,54,40%
DUX-IC-UNID-Air11(2024)-PRP,,55%,29.0,33.9,20.4,45.0,60%,12,38%,33,54,40%
DUX-IC-UNID-Air11(2024)-GRN,,55%,29.0,33.9,20.4,45.0,60%,12,38%,33,54,40%
DUX-IC-UNID-Pro11(2024)-BLK,,55%,29.0,33.9,20.4,45.0,60%,12,38%,33,54,40%
DUX-IC-UNID-Pro11(2024)-BLU,,55%,29.0,33.9,20.4,45.0,60%,12,38%,33,54,40%
DUX-IC-UNID-Pro11(2024)-PNK,,55%,29.0,33.9,20.4,45.0,60%,12,38%,33,54,40%
DUX-IC-UNID-Pro11(2024)-PRP,,55%,29.0,33.9,20.4,45.0,60%,12,38%,33,54,40%
DUX-IC-UNID-Pro11(2024)-GRN,,55%,29.0,33.9,20.4,45.0,60%,12,38%,33,54,40%
DUX-IC-UNID-Air13(2024)-BLK,,53%,39.0,44.0,27.0,58.0,60%,16,38%,43,70,38%
DUX-IC-UNID-Air13(2024)-BLU,,53%,39.0,44.0,27.0,58.0,60%,16,38%,43,70,38%
DUX-IC-UNID-Air13(2024)-PNK,,53%,39.0,44.0,27.0,58.0,60%,16,38%,43,70,38%
DUX-IC-UNID-Air13(2024)-PRP,,53%,39.0,44.0,27.0,58.0,60%,16,38%,43,70,38%
DUX-IC-UNID-Air13(2024)-GRN,,53%,39.0,44.0,27.0,58.0,60%,16,38%,43,70,38%
DUX-IC-UNID-Pro13(2024)-BLK,,53%,39.0,44.0,27.0,58.0,60%,16,38%,43,70,38%
DUX-IC-UNID-Pro13(2024)-BLU,,53%,39.0,44.0,27.0,58.0,60%,16,38%,43,70,38%
DUX-IC-UNID-Pro13(2024)-PNK,,53%,39.0,44.0,27.0,58.0,60%,16,38%,43,70,38%
DUX-IC-UNID-Pro13(2024)-PRP,,53%,39.0,44.0,27.0,58.0,60%,16,38%,43,70,38%
DUX-IC-UNID-Pro13(2024)-GRN,,53%,39.0,44.0,27.0,58.0,60%,16,38%,43,70,38%
DUX-IC-UNID-TabS6Lite-BLK,,55%,29.0,33.9,20.4,45.0,60%,12,38%,33,54,40%
DUX-IC-UNID-TabS6Lite-BLU,,55%,29.0,33.9,20.4,45.0,60%,12,38%,33,54,40%
DUX-IC-UNID-TabS6Lite-PNK,,55%,29.0,33.9,20.4,45.0,60%,12,38%,33,54,40%
DUX-IC-UNID-TabS6Lite-PRP,,55%,29.0,33.9,20.4,45.0,60%,12,38%,33,54,40%
DUX-IC-UNID-TabS6Lite-GRN,,55%,29.0,33.9,20.4,45.0,60%,12,38%,33,54,40%
DUX-IC-UNID-TabS10Plus-BLK,,53%,39.0,44.0,27.0,58.0,60%,16,38%,43,70,38%
DUX-IC-UNID-TabS10Plus-BLU,,53%,39.0,44.0,27.0,58.0,60%,16,38%,43,70,38%
DUX-IC-UNID-TabS10Plus-PNK,,53%,39.0,44.0,27.0,58.0,60%,16,38%,43,70,38%
DUX-IC-UNID-TabS10Plus-PRP,,53%,39.0,44.0,27.0,58.0,60%,16,38%,43,70,38%
DUX-IC-UNID-TabS10Plus-GRN,,53%,39.0,44.0,27.0,58.0,60%,16,38%,43,70,38%
DUX-IC-UNID-TabS9-BLK,,55%,29.0,33.9,20.4,45.0,60%,12,38%,33,54,40%
DUX-IC-UNID-TabS9-BLU,,55%,29.0,33.9,20.4,45.0,60%,12,38%,33,54,40%
DUX-IC-UNID-TabS9-PNK,,55%,29.0,33.9,20.4,45.0,60%,12,38%,33,54,40%
DUX-IC-UNID-TabS9-PRP,,55%,29.0,33.9,20.4,45.0,60%,12,38%,33,54,40%
DUX-IC-UNID-TabS9-GRN,,55%,29.0,33.9,20.4,45.0,60%,12,38%,33,54,40%
DUX-IC-UNID-TabS10Ultra-BLK,,57%,44.0,52.1,30.3,70.0,60%,18,38%,48,84,42%
DUX-IC-UNID-TabS10Ultra-BLU,,57%,44.0,52.1,30.3,70.0,60%,18,38%,48,84,42%
DUX-IC-UNID-TabS10Ultra-PNK,,57%,44.0,52.1,30.3,70.0,60%,18,38%,48,84,42%
DUX-IC-UNID-TabS10Ultra-PRP,,57%,44.0,52.1,30.3,70.0,60%,18,38%,48,84,42%
DUX-IC-UNID-TabS10Ultra-GRN,,57%,44.0,52.1,30.3,70.0,60%,18,38%,48,84,42%
DUX-IC-UNID-S/A9-BLK,,55%,24.0,27.6,17.1,38.0,60%,10,38%,27,46,40%
DUX-IC-UNID-S/A9-BLU,,55%,24.0,27.6,17.1,38.0,60%,10,38%,27,46,40%
DUX-IC-UNID-S/A9-PNK,,55%,24.0,27.6,17.1,38.0,60%,10,38%,27,46,40%
DUX-IC-UNID-S/A9-PRP,,55%,24.0,27.6,17.1,38.0,60%,10,38%,27,46,40%
DUX-IC-UNID-S/A9-GRN,,55%,24.0,27.6,17.1,38.0,60%,10,38%,27,46,40%
DUX-IC-UNID-S/A9Plus-BLK,,52%,27.0,29.5,19.1,40.0,60%,11,38%,31,48,36%
DUX-IC-UNID-S/A9Plus-BLU,,52%,27.0,29.5,19.1,40.0,60%,11,38%,31,48,36%
DUX-IC-UNID-S/A9Plus-PNK,,52%,27.0,29.5,19.1,40.0,60%,11,38%,31,48,36%
DUX-IC-UNID-S/A9Plus-PRP,,52%,27.0,29.5,19.1,40.0,60%,11,38%,31,48,36%
DUX-IC-UNID-S/A9Plus-GRN,,52%,27.0,29.5,19.1,40.0,60%,11,38%,31,48,36%
DUX-SP-2.5D-iPad10(10.9),,80%,12.0,27.1,9.2,45.0,80%,7,44%,17,54,69%
DUX-SP-2.5D-Air2(9.7)-CLR,,79%,12.0,26.1,9.2,43.0,80%,7,44%,17,52,68%
DUX-SP-2.5D-iPad/10.2,,80%,12.0,27.1,9.2,45.0,80%,7,44%,17,54,69%
DUX-SP-2.5D-Air11(2024)-CLR,,80%,12.0,27.1,9.2,45.0,80%,7,44%,17,54,69%
DUX-SP-2.5D-Air13(2024)-CLR,,74%,17.0,30.3,12.5,48.0,80%,10,44%,23,58,61%
DUX-SP-2.5D-Air3(10.5)-CLR,,79%,12.0,26.1,9.2,43.0,80%,7,44%,17,52,68%
DUX-SP-2.5D-iPad/Air5,,80%,12.0,27.1,9.2,45.0,80%,7,44%,17,54,69%
DUX-SP-2.5D-Mini45-CLR,,80%,11.0,25.8,8.6,43.0,80%,7,44%,15,52,70%
DUX-SP-2.5D-Mini6-CLR,,80%,11.0,25.8,8.6,43.0,80%,7,44%,15,52,70%
DUX-SP-2.5D-Pro11(2024)-CLR,,80%,12.0,27.1,9.2,45.0,80%,7,44%,17,54,69%
DUX-SP-2.5D-Pro12.9(20)-CLR,,74%,17.0,30.3,12.5,48.0,80%,10,44%,23,58,61%
DUX-SP-2.5D-Pro13(2024)-CLR,,74%,17.0,30.3,12.5,48.0,80%,10,44%,23,58,61%
DUX-SP-2.5D-TabA7(10.4)-CLR,,80%,12.0,27.1,9.2,45.0,80%,7,44%,17,54,69%
DUX-SP-2.5D-TabA7Lite,,79%,11.0,24.3,8.6,40.0,80%,7,44%,15,48,68%
DUX-SP-2.5D-TabA8(21)-CLR,,80%,12.0,27.1,9.2,45.0,80%,7,44%,17,54,69%
DUX-SP-2.5D-S/A9,,79%,11.0,24.3,8.6,40.0,80%,7,44%,15,48,68%
DUX-SP-2.5D-S/A9Plus-CLR,,77%,12.0,24.6,9.2,40.0,80%,7,44%,17,48,65%
DUX-SP-2.5D-TabS9-CLR,,80%,12.0,27.1,9.2,45.0,80%,7,44%,17,54,69%
DUX-SP-2.5D-TabS10Plus-CLR,,74%,17.0,30.3,12.5,48.0,80%,10,44%,23,58,61%
DUX-SP-2.5D-TabS10Ultra-CLR,,70%,25.0,38.9,17.8,60.0,80%,14,44%,32,72,56%
DUX-SP-2.5D-TabS6-CLR,,80%,12.0,27.1,9.2,45.0,80%,7,44%,17,54,69%
DUX-SP-2.5D-TabS6L-CLR,,80%,12.0,27.1,9.2,45.0,80%,7,44%,17,54,69%
DUX-SP-TabA10.1(19)-CLR,,61%,25.0,31.4,17.8,45.0,80%,14,44%,32,54,41%
DUX-SP-2.5D-MPad11(21)-CLR,,79%,12.0,26.1,9.2,43.0,80%,7,44%,17,52,68%
DUX-SP-2.5D-MPadPro12.6(21)-CLR,,74%,17.0,30.3,12.5,48.0,80%,10,44%,23,58,61%
DUX-SP-2.5D-PadSE11(2024),,69%,12.0,19.6,9.2,30.0,80%,7,44%,17,36,54%
DUX-SP-2.5D-XMPad5-CLR,,80%,12.0,27.1,9.2,45.0,80%,7,44%,17,54,69%
DUX-SP-2.5D-XMPad6-CLR,,80%,12.0,27.1,9.2,45.0,80%,7,44%,17,54,69%
DUX-SP-2.5D-XMPad7/Pro-CLR,,80%,12.0,27.1,9.2,45.0,80%,7,44%,17,54,69%
DUX-SP-2.5D-HonorPadX9,,69%,12.0,19.6,9.2,30.0,80%,7,44%,17,36,54%
DUX-SP-2.5D-HonorPadX8,,69%,12.0,19.6,9.2,30.0,80%,7,44%,17,36,54%
DUX-SP-2.5D-PadX8a-CLR,,69%,12.0,19.6,9.2,30.0,80%,7,44%,17,36,54%
DUX-SP-2.5D-HPad8,,67%,17.0,25.3,12.5,38.0,80%,10,44%,23,46,51%
DUX-SP-2.5D-HPad9,,67%,17.0,25.3,12.5,38.0,80%,10,44%,23,46,51%
DUX-SP-2.5D-MagicPad2-CLR,,67%,17.0,25.3,12.5,38.0,80%,10,44%,23,46,51%
DUX-SP-NAAD-iPad10.2-BLK,,61%,25.0,31.4,17.8,45.0,60%,11,38%,28,54,47%
DUX-SP-NAAD-Air4/5-BLK,,61%,25.0,31.4,17.8,45.0,60%,11,38%,28,54,47%
DUX-SP-NAAD-Pro12.9-BLK,,59%,29.0,36.7,20.4,50.0,60%,12,38%,33,60,46%
DUX-SP-NAAD-iPad10/10.9-BLK,,61%,25.0,31.4,17.8,45.0,60%,11,38%,28,54,47%
DUX-SP-NAAD-Mini6-BLK,,60%,24.0,30.1,17.1,43.0,60%,10,38%,27,52,47%
DUX-SP-NAAD-Air11(2024)-BLK,,61%,25.0,31.4,17.8,45.0,60%,11,38%,28,54,47%
DUX-SP-NAAD-Air13(2024)-BLK,,59%,29.0,36.7,20.4,50.0,60%,12,38%,33,60,46%
DUX-SP-NAAD-Pro11(2024)-BLK,,61%,25.0,31.4,17.8,45.0,60%,11,38%,28,54,47%
DUX-SP-NAAD-Pro13(2024)-BLK,,59%,29.0,36.7,20.4,50.0,60%,12,38%,33,60,46%
DUX-SP-NAAD-TabS6Lite-BLK,,59%,25.0,30.4,17.8,43.0,60%,11,38%,28,52,45%
DUX-SP-NAAD-TabS7/S8-BLK,,63%,25.0,32.9,17.8,48.0,60%,11,38%,28,58,51%
DUX-SP-NAAD-TabS9-BLK,,63%,25.0,32.9,17.8,48.0,60%,11,38%,28,58,51%
DUX-SP-NAAD-TabS9FE-BLK,,63%,25.0,32.9,17.8,48.0,60%,11,38%,28,58,51%
DUX-SP-NAAD-Tab10Plus-BLK,,58%,29.0,35.6,20.4,48.0,60%,12,38%,33,58,43%
BONE-ACE-X51-WHT,,64%,25.0,32.6,17.1,48.0,60%,10,38%,27,58,52%
BONE-ACE-X51-BLK,,64%,25.0,32.6,17.1,48.0,60%,10,38%,27,58,52%
BONE-ACE-X68-WHT,,63%,37.0,48.7,25.0,68.0,60%,15,38%,40,82,51%
BONE-ACE-X68-BLK,,63%,37.0,48.7,25.0,68.0,60%,15,38%,40,82,51%
BONE-ACE-P86-STAND-GRY,,47%,78.0,78.7,52.6,100.0,60%,32,38%,84,120,30%
BONE-ACE-E02-STAND-SLV,,57%,25.0,28.6,17.1,40.0,60%,10,38%,27,48,43%
BONE-ACE-E02-STAND-GRY,,57%,25.0,28.6,17.1,40.0,60%,10,38%,27,48,43%
BONE-AC-P47-BLK,,42%,56.0,52.6,37.5,65.0,60%,23,38%,60,78,23%
BONE-AC-P47-WHT,,41%,56.0,52.9,38.2,65.0,60%,23,38%,61,78,22%
ESM-ACE-MG-SLV,,70%,8.0,13.0,5.9,20.0,60%,4,38%,9,24,61%
MK-ACE-026-Stand-GRY,,71%,10.0,16.1,7.2,25.0,60%,4,38%,12,30,61%
MK-ACE-026-Stand-SLV,,71%,10.0,16.1,7.2,25.0,60%,4,38%,12,30,61%
MK-ACE-026-Stand-BLU,,71%,10.0,16.1,7.2,25.0,60%,4,38%,12,30,61%
MK-ACE-026-Stand-PRP,,71%,10.0,16.1,7.2,25.0,60%,4,38%,12,30,61%
MK-ACE-023-Stand-GRY,,68%,13.5,19.8,9.5,30.0,60%,6,38%,15,36,58%
MK-ACE-023-Stand-SLV,,68%,13.5,19.8,9.5,30.0,60%,6,38%,15,36,58%
MK-ACE-023-Stand-BLU,,68%,13.5,19.8,9.5,30.0,60%,6,38%,15,36,58%
MK-ACE-023-Stand-PRP,,68%,13.5,19.8,9.5,30.0,60%,6,38%,15,36,58%
CK-LC-MATT-MbookAir/13(20)-CLR/BLK,,55%,32.3,37.7,22.6,50.0,60%,14,38%,36,60,40%
CK-LC-MATT-MbookAir/13(20)-BLK,,55%,32.3,37.7,22.6,50.0,60%,14,38%,36,60,40%
CK-LC-MATT-MbookAir/13(20)-CLR/GRY,,55%,32.3,37.7,22.6,50.0,60%,14,38%,36,60,40%
CK-LC-MATT-MbookAir/13(20)-CLR,,55%,32.3,37.7,22.6,50.0,60%,14,38%,36,60,40%
CK-LC-MATT-MbookAir/13(22)-CLR/BLK,,55%,32.3,37.7,22.6,50.0,60%,14,38%,36,60,40%
CK-LC-MATT-MbookAir/13(22)-BLK,,55%,32.3,37.7,22.6,50.0,60%,14,38%,36,60,40%
CK-LC-MATT-MbookAir/13(22)-CLR/GRY,,55%,32.3,37.7,22.6,50.0,60%,14,38%,36,60,40%
CK-LC-MATT-MbookAir/13(22)-CLR,,55%,32.3,37.7,22.6,50.0,60%,14,38%,36,60,40%
CK-LC-MATT-MbookAir/15(23)-CLR/BLK,,53%,37.3,41.9,25.9,55.0,60%,16,38%,41,66,37%
CK-LC-MATT-MbookAir/15(23)-BLK,,53%,37.3,41.9,25.9,55.0,60%,16,38%,41,66,37%
CK-LC-MATT-MbookAir/15(23)-CLR/GRY,,53%,37.3,41.9,25.9,55.0,60%,16,38%,41,66,37%
CK-LC-MATT-MbookAir/15(23)-CLR,,53%,37.3,41.9,25.9,55.0,60%,16,38%,41,66,37%
CK-LC-MATT-MbookPro/13(16-19)-CLR/BLK,,55%,32.3,37.7,22.6,50.0,60%,14,38%,36,60,40%
CK-LC-MATT-MbookPro/13(16-19)-BLK,,55%,32.3,37.7,22.6,50.0,60%,14,38%,36,60,40%
CK-LC-MATT-MbookPro/13(16-19)-CLR/GRY,,55%,32.3,37.7,22.6,50.0,60%,14,38%,36,60,40%
CK-LC-MATT-MbookPro/13(16-19)-CLR,,55%,32.3,37.7,22.6,50.0,60%,14,38%,36,60,40%
CK-LC-MATT-MbookPro/14(21)-CLR/BLK,,55%,32.3,37.7,22.6,50.0,60%,14,38%,36,60,40%
CK-LC-MATT-MbookPro/14(21)-BLK,,55%,32.3,37.7,22.6,50.0,60%,14,38%,36,60,40%
CK-LC-MATT-MbookPro/14(21)-CLR/GRY,,55%,32.3,37.7,22.6,50.0,60%,14,38%,36,60,40%
CK-LC-MATT-MbookPro/14(21)-CLR,,55%,32.3,37.7,22.6,50.0,60%,14,38%,36,60,40%
CK-LC-MATT-MbookPro/16(21)-CLR/BLK,,53%,37.3,41.9,25.9,55.0,60%,16,38%,41,66,37%
CK-LC-MATT-MbookPro/16(21)-BLK,,53%,37.3,41.9,25.9,55.0,60%,16,38%,41,66,37%
CK-LC-MATT-MbookPro/16(21)-CLR/GRY,,53%,37.3,41.9,25.9,55.0,60%,16,38%,41,66,37%
CK-LC-MATT-MbookPro/16(21)-CLR,,53%,37.3,41.9,25.9,55.0,60%,16,38%,41,66,37%
DDC-LC-CRYS-MbookAir/13(18)-CLR,,61%,18.5,24.2,13.5,35.0,60%,8,38%,22,42,49%
DDC-LC-CRYS-MbookAir/13(18)-BLK,,61%,18.5,24.2,13.5,35.0,60%,8,38%,22,42,49%
DDC-LC-CRYS-MbookAir/13(18)-GRY,,61%,18.5,24.2,13.5,35.0,60%,8,38%,22,42,49%
DDC-LC-CRYS-MbookAir/13(22)-CLR,,62%,17.0,22.8,12.5,33.0,60%,8,38%,20,40,49%
DDC-LC-CRYS-MbookAir/13(22)-BLK,,62%,17.0,22.8,12.5,33.0,60%,8,38%,20,40,49%
DDC-LC-CRYS-MbookAir/13(22)-PRP,,62%,17.0,22.8,12.5,33.0,60%,8,38%,20,40,49%
DDC-LC-CRYS-MbookAir/15(23)-CLR,,61%,19.0,24.4,13.8,35.0,60%,8,38%,22,42,47%
DDC-LC-CRYS-MbookAir/15(23)-BLK,,61%,19.0,24.4,13.8,35.0,60%,8,38%,22,42,47%
DDC-LC-CRYS-MbookPro/13(16-19)-CLR,,61%,18.5,24.2,13.5,35.0,60%,8,38%,22,42,49%
DDC-LC-CRYS-MbookPro/13(16-19)-BLK,,61%,18.5,24.2,13.5,35.0,60%,8,38%,22,42,49%
DDC-LC-CRYS-MbookPro/13(16-19)-GRY,,64%,17.0,23.8,12.5,35.0,60%,8,38%,20,42,52%
DDC-LC-CRYS-MbookPro/13(16-19)-LIG/BLU,,64%,17.0,23.8,12.5,35.0,60%,8,38%,20,42,52%
DDC-LC-CRYS-MbookPro/13(16-19)-PRP,,64%,17.0,23.8,12.5,35.0,60%,8,38%,20,42,52%
DDC-LC-CRYS-MbookPro/14(21)-CLR,,62%,17.0,22.8,12.5,33.0,60%,8,38%,20,40,49%
DDC-LC-CRYS-MbookPro/14(21)-BLK,,62%,17.0,22.8,12.5,33.0,60%,8,38%,20,40,49%
DDC-LC-CRYS-MbookPro/14(21)-GRY,,62%,17.0,22.8,12.5,33.0,60%,8,38%,20,40,49%
DDC-LC-CRYS-MbookPro/16(21)-CLR,,61%,19.0,24.4,13.8,35.0,60%,8,38%,22,42,47%
DDC-LC-CRYS-MbookPro/16(21)-BLK,,61%,19.0,24.4,13.8,35.0,60%,8,38%,22,42,47%
DDC-LC-CRYS-MbookPro/16(21)-GRY,,61%,19.0,24.4,13.8,35.0,60%,8,38%,22,42,47%
DDC-LC-CRYS-MateBookD14-CLR,,64%,17.0,23.8,12.5,35.0,60%,8,38%,20,42,52%
DDC-LC-CRYS-MateBookD14-BLK,,64%,17.0,23.8,12.5,35.0,60%,8,38%,20,42,52%
DDC-LC-CRYS-MateBookD15-CLR,,65%,17.0,24.3,12.5,36.0,60%,8,38%,20,43,54%
DDC-LC-CRYS-MateBookD15-BLK,,65%,17.0,24.3,12.5,36.0,60%,8,38%,20,43,54%
DDC-LC-CRYS-MateBook14(21)-CLR,,64%,17.0,23.8,12.5,35.0,60%,8,38%,20,42,52%
DDC-LC-CRYS-MateBook14(21)-BLK,,64%,17.0,23.8,12.5,35.0,60%,8,38%,20,42,52%
DDC-LC-CRYS-MagicBook14(22)-CLR,,68%,15.5,23.8,11.5,36.0,60%,7,38%,18,43,57%
DDC-LC-CRYS-MagicBook14(22)-BLK,,68%,15.5,23.8,11.5,36.0,60%,7,38%,18,43,57%
DDC-LC-CRYS-MateBookXPro(20)-CLR,,67%,15.5,23.3,11.5,35.0,60%,7,38%,18,42,56%
DDC-LC-CRYS-MateBook14s(21)-BLK,,67%,15.5,23.3,11.5,35.0,60%,7,38%,18,42,56%
DDC-LC-CRYS-D14(23/24)-CLR,,64%,17.0,23.8,12.5,35.0,60%,8,38%,20,42,52%
DDC-LC-CRYS-D14(23/24)-BLK,,64%,17.0,23.8,12.5,35.0,60%,8,38%,20,42,52%
DDC-LC-CRYS-MB16S-CLR,,62%,19.0,24.9,13.8,36.0,60%,8,38%,22,43,49%
DDC-LC-CRYS-MB16S-BLK,,62%,19.0,24.9,13.8,36.0,60%,8,38%,22,43,49%
DDC-LC-CRYS-D16(22/23)-CLR,,62%,19.0,24.9,13.8,36.0,60%,8,38%,22,43,49%
DDC-LC-CRYS-D16(22/23)-BLK,,62%,19.0,24.9,13.8,36.0,60%,8,38%,22,43,49%
DDC-LC-CRYS-D16(24)-CLR,,62%,19.0,24.9,13.8,36.0,60%,8,38%,22,43,49%
DDC-LC-CRYS-D16(24)-BLK,,62%,19.0,24.9,13.8,36.0,60%,8,38%,22,43,49%
DDC-LC-CRYS-MB14(24)-CLR,,64%,17.0,23.8,12.5,35.0,60%,8,38%,20,42,52%
DDC-LC-CRYS-MB14(24)-BLK,,64%,17.0,23.8,12.5,35.0,60%,8,38%,20,42,52%
DDC-LC-CRYS-SurfaceGo/12.4-BLK,,64%,17.0,23.8,12.5,35.0,60%,8,38%,20,42,52%
DDC-LC-CRYS-SurfaceGo/12.4-CLR,,64%,17.0,23.8,12.5,35.0,60%,8,38%,20,42,52%
DDC-LC-CRYS-Surface3(S)-BLK,,64%,17.0,23.8,12.5,35.0,60%,8,38%,20,42,52%
DDC-LC-CRYS-Surface3(S)-WHT,,64%,17.0,23.8,12.5,35.0,60%,8,38%,20,42,52%
DDC-LC-CRYS-Surface2(A)-BLK,,64%,17.0,23.8,12.5,35.0,60%,8,38%,20,42,52%
DDC-LC-CRYS-Surface2(A)-WHT,,64%,17.0,23.8,12.5,35.0,60%,8,38%,20,42,52%
DDC-LC-CRYS-Surface15-BLK,,62%,19.0,24.9,13.8,36.0,60%,8,38%,22,43,49%
